"branch","component","sex","weight_kg","waist_circum_m","stature_m"
"Combat Service Support","Army National Guard","Male",79.4,0.958,1.75
"Combat Service Support","Army National Guard","Male",105.1,1.115,1.788
"Combat Service Support","Army National Guard","Male",84.8,0.838,1.83
"Combat Service Support","Army National Guard","Male",63,0.801,1.711
"Combat Service Support","Army National Guard","Male",134.4,1.263,1.841
"Combat Service Support","Army National Guard","Male",97.4,1.008,1.784
"Combat Service Support","Army National Guard","Male",80.4,0.855,1.915
"Combat Service Support","Army National Guard","Male",83.8,0.943,1.835
"Combat Service Support","Army National Guard","Male",126.2,1.211,1.905
"Combat Service Support","Army National Guard","Male",115.6,1.139,1.817
"Combat Service Support","Army National Guard","Male",105.3,1.119,1.847
"Combat Service Support","Army National Guard","Male",67.8,0.818,1.724
"Combat Support","Army National Guard","Male",95.7,1.022,1.782
"Combat Service Support","Army National Guard","Male",70.3,0.793,1.717
"Combat Service Support","Army National Guard","Male",65.7,0.777,1.781
"Combat Service Support","Army National Guard","Male",89.5,0.967,1.833
"Combat Arms","Army National Guard","Male",75.8,0.83,1.741
"Combat Service Support","Army National Guard","Male",90.6,1.027,1.824
"Combat Service Support","Army National Guard","Male",72,0.821,1.766
"Combat Service Support","Army National Guard","Male",104.8,1.15,1.821
"Combat Service Support","Army National Guard","Male",116.1,1.206,1.798
"Combat Service Support","Army National Guard","Male",86.6,0.898,1.832
"Combat Service Support","Army National Guard","Male",60.1,0.761,1.685
"Combat Service Support","Army National Guard","Male",112,1.159,1.788
"Combat Service Support","Army National Guard","Male",76.2,0.898,1.765
"Combat Service Support","Army National Guard","Male",127.8,1.159,1.818
"Combat Service Support","Army National Guard","Male",52.9,0.709,1.687
"Combat Arms","Army National Guard","Male",91.8,1.005,1.751
"Combat Arms","Army National Guard","Male",83,0.876,1.778
"Combat Arms","Army National Guard","Male",105.3,1.042,1.809
"Combat Arms","Army National Guard","Male",89.9,1.022,1.787
"Combat Arms","Army National Guard","Male",84.9,0.934,1.844
"Combat Arms","Army National Guard","Male",82.3,0.917,1.79
"Combat Arms","Army National Guard","Male",65.9,0.8,1.693
"Combat Service Support","Army National Guard","Male",78.8,0.972,1.734
"Combat Service Support","Army National Guard","Male",78.7,0.859,1.834
"Combat Service Support","Army National Guard","Male",95.4,0.977,1.83
"Combat Arms","Army National Guard","Male",97,0.993,1.842
"Combat Service Support","Army National Guard","Male",105.2,1.048,1.876
"Combat Service Support","Army National Guard","Male",64.9,0.841,1.665
"Combat Service Support","Army National Guard","Male",102.4,1.034,1.89
"Combat Service Support","Army National Guard","Male",77.4,0.942,1.737
"Combat Arms","Army National Guard","Male",89.1,0.872,1.856
"Combat Service Support","Army National Guard","Male",70.1,0.808,1.827
"Combat Service Support","Army National Guard","Male",95.3,1.047,1.772
"Combat Support","Army National Guard","Male",102.9,1.124,1.725
"Combat Service Support","Army National Guard","Male",71.7,0.856,1.741
"Combat Service Support","Army National Guard","Male",113.4,1.106,1.924
"Combat Service Support","Army National Guard","Male",92.4,0.945,1.852
"Combat Service Support","Army National Guard","Male",97.5,1.037,1.833
"Combat Service Support","Army National Guard","Male",75.4,0.889,1.648
"Combat Service Support","Army National Guard","Male",82.6,0.931,1.733
"Combat Service Support","Army National Guard","Male",93.1,1.023,1.681
"Combat Service Support","Army National Guard","Male",111.2,1.184,1.745
"Combat Service Support","Army National Guard","Male",80.8,0.876,1.7
"Combat Service Support","Army National Guard","Male",81.1,0.835,1.689
"Combat Service Support","Army National Guard","Male",96.2,0.99,1.803
"Combat Service Support","Army National Guard","Male",100.3,1.009,1.861
"Combat Service Support","Army National Guard","Male",99.9,1.089,1.754
"Combat Service Support","Regular Army","Male",100.3,1.066,1.817
"Combat Service Support","Regular Army","Male",77.3,0.958,1.709
"Combat Service Support","Regular Army","Male",78.2,0.813,1.802
"Combat Service Support","Regular Army","Male",95.6,0.868,1.837
"Combat Service Support","Regular Army","Male",66,0.757,1.771
"Combat Service Support","Regular Army","Male",108.7,1.108,1.879
"Combat Service Support","Regular Army","Male",110.7,1.08,1.849
"Combat Service Support","Regular Army","Male",93.5,1.054,1.735
"Combat Service Support","Regular Army","Male",84.8,0.884,1.807
"Combat Service Support","Regular Army","Male",96.3,1.007,1.791
"Combat Service Support","Regular Army","Male",64.6,0.746,1.7
"Combat Service Support","Regular Army","Male",102.6,1.071,1.862
"Combat Arms","Regular Army","Male",88.4,0.982,1.727
"Combat Arms","Regular Army","Male",67.4,0.795,1.684
"Combat Arms","Regular Army","Male",82.3,0.961,1.709
"Combat Arms","Regular Army","Male",73,0.83,1.761
"Combat Arms","Regular Army","Male",88.9,0.988,1.725
"Combat Arms","Regular Army","Male",77.1,0.897,1.657
"Combat Arms","Regular Army","Male",69.9,0.79,1.738
"Combat Arms","Regular Army","Male",83.1,0.855,1.936
"Combat Arms","Regular Army","Male",116.3,1.116,1.869
"Combat Arms","Regular Army","Male",98.6,1.077,1.834
"Combat Arms","Regular Army","Male",132.5,1.185,1.928
"Combat Arms","Regular Army","Male",104.8,1.055,1.831
"Combat Arms","Regular Army","Male",82.4,0.961,1.758
"Combat Arms","Regular Army","Male",65,0.782,1.721
"Combat Arms","Regular Army","Male",96.1,1.008,1.883
"Combat Arms","Regular Army","Male",97.9,0.961,1.811
"Combat Arms","Regular Army","Male",54,0.687,1.7
"Combat Arms","Regular Army","Male",60.8,0.763,1.664
"Combat Arms","Regular Army","Male",73.9,0.887,1.733
"Combat Arms","Regular Army","Male",104.4,1.018,1.839
"Combat Arms","Regular Army","Male",39.3,0.648,1.6
"Combat Arms","Regular Army","Male",89.7,0.987,1.771
"Combat Arms","Regular Army","Male",125.8,1.113,1.859
"Combat Arms","Regular Army","Male",81.6,0.809,1.839
"Combat Arms","Regular Army","Male",73.4,0.846,1.759
"Combat Arms","Regular Army","Male",87.5,1.008,1.688
"Combat Arms","Regular Army","Male",75.3,0.846,1.792
"Combat Arms","Regular Army","Male",81.9,0.88,1.79
"Combat Arms","Regular Army","Male",85.2,0.95,1.773
"Combat Arms","Regular Army","Male",65.5,0.762,1.765
"Combat Arms","Regular Army","Male",99.7,0.956,1.732
"Combat Arms","Regular Army","Male",86.1,0.869,1.81
"Combat Arms","Regular Army","Male",59.3,0.755,1.728
"Combat Arms","Regular Army","Male",101.9,1.054,1.814
"Combat Arms","Regular Army","Male",79.5,0.847,1.772
"Combat Arms","Regular Army","Male",70.9,0.775,1.75
"Combat Arms","Regular Army","Male",78.3,0.796,1.803
"Combat Arms","Regular Army","Male",72.7,0.803,1.737
"Combat Arms","Regular Army","Male",86.7,0.898,1.839
"Combat Arms","Regular Army","Male",99.1,1.056,1.88
"Combat Arms","Regular Army","Male",82.8,0.878,1.785
"Combat Arms","Regular Army","Male",84,0.902,1.794
"Combat Arms","Regular Army","Male",82.3,0.883,1.728
"Combat Arms","Regular Army","Male",70.8,0.866,1.699
"Combat Arms","Regular Army","Male",67,0.757,1.771
"Combat Service Support","Regular Army","Male",70.3,0.853,1.768
"Combat Service Support","Regular Army","Male",90.2,1.025,1.712
"Combat Service Support","Regular Army","Male",60,0.813,1.674
"Combat Service Support","Regular Army","Male",91,1.015,1.729
"Combat Service Support","Regular Army","Male",91.2,0.998,1.746
"Combat Service Support","Regular Army","Male",83.7,1.064,1.609
"Combat Service Support","Regular Army","Male",82,0.971,1.797
"Combat Service Support","Regular Army","Male",115.5,1.136,1.809
"Combat Service Support","Regular Army","Male",57.9,0.731,1.735
"Combat Arms","Regular Army","Male",93.5,0.969,1.718
"Combat Arms","Regular Army","Male",86.4,0.879,1.776
"Combat Arms","Regular Army","Male",55.8,0.753,1.658
"Combat Arms","Regular Army","Male",98.5,0.964,1.856
"Combat Service Support","Regular Army","Male",97.2,1.02,1.704
"Combat Service Support","Regular Army","Male",93.4,0.882,1.787
"Combat Service Support","Regular Army","Male",85.7,1.005,1.653
"Combat Service Support","Regular Army","Male",85.6,0.938,1.853
"Combat Service Support","Regular Army","Male",63.4,0.757,1.779
"Combat Arms","Regular Army","Male",88.3,1.016,1.759
"Combat Arms","Regular Army","Male",59.1,0.743,1.738
"Combat Arms","Regular Army","Male",95.8,0.971,1.712
"Combat Service Support","Regular Army","Male",69.8,0.842,1.703
"Combat Arms","Regular Army","Male",74.2,0.902,1.736
"Combat Arms","Regular Army","Male",79.9,0.902,1.72
"Combat Arms","Regular Army","Male",109.9,1.229,1.786
"Combat Arms","Regular Army","Male",87.3,0.997,1.711
"Combat Arms","Regular Army","Male",65.8,0.846,1.724
"Combat Service Support","Regular Army","Male",98.3,0.908,1.736
"Combat Arms","Regular Army","Male",63.8,0.778,1.736
"Combat Arms","Regular Army","Male",129.8,1.356,1.81
"Combat Arms","Regular Army","Male",74.6,0.909,1.678
"Combat Arms","Regular Army","Male",80.4,0.877,1.746
"Combat Arms","Regular Army","Male",77.3,0.836,1.736
"Combat Arms","Regular Army","Male",98,1.013,1.774
"Combat Arms","Regular Army","Male",79.6,0.864,1.75
"Combat Arms","Regular Army","Male",106.2,1.004,1.88
"Combat Arms","Regular Army","Male",79,0.933,1.703
"Combat Arms","Regular Army","Male",100.1,0.995,1.921
"Combat Arms","Regular Army","Male",84.6,0.911,1.826
"Combat Arms","Regular Army","Male",74.1,0.834,1.822
"Combat Service Support","Regular Army","Male",59.1,0.766,1.679
"Combat Arms","Regular Army","Male",82.2,0.924,1.766
"Combat Arms","Regular Army","Male",64.3,0.758,1.735
"Combat Arms","Regular Army","Male",87.8,0.921,1.812
"Combat Arms","Regular Army","Male",79.9,0.894,1.752
"Combat Arms","Regular Army","Male",81.1,0.88,1.653
"Combat Arms","Regular Army","Male",109.6,1.112,1.774
"Combat Arms","Regular Army","Male",68.9,0.798,1.714
"Combat Service Support","Regular Army","Male",82.7,0.9,1.764
"Combat Service Support","Regular Army","Male",88.3,0.914,1.832
"Combat Support","Regular Army","Male",89.8,1.001,1.8
"Combat Service Support","Regular Army","Male",112.8,1.155,1.704
"Combat Support","Regular Army","Male",94.9,1.049,1.799
"Combat Service Support","Regular Army","Male",76.5,0.813,1.733
"Combat Service Support","Regular Army","Male",105.9,1.113,1.775
"Combat Service Support","Regular Army","Male",55.7,0.758,1.65
"Combat Service Support","Regular Army","Male",91,1.014,1.688
"Combat Service Support","Regular Army","Male",85.2,1.061,1.682
"Combat Support","Regular Army","Male",90.3,1.045,1.715
"Combat Support","Army Reserve","Male",95.6,1.055,1.691
"Combat Support","Army Reserve","Male",87.5,0.956,1.758
"Combat Service Support","Army Reserve","Male",104.6,0.993,1.844
"Combat Service Support","Army Reserve","Male",85.9,0.928,1.82
"Combat Service Support","Army Reserve","Male",78.4,0.91,1.745
"Combat Service Support","Army Reserve","Male",74.8,0.833,1.848
"Combat Service Support","Army Reserve","Male",103.6,1.067,1.768
"Combat Service Support","Army Reserve","Male",82.8,0.902,1.769
"Combat Service Support","Army Reserve","Male",85.7,0.975,1.818
"Combat Service Support","Army Reserve","Male",74.5,0.887,1.673
"Combat Service Support","Army Reserve","Male",87.1,0.965,1.724
"Combat Service Support","Army Reserve","Male",73.5,0.804,1.722
"Combat Service Support","Army Reserve","Male",78.3,0.94,1.761
"Combat Support","Army National Guard","Male",90.3,0.999,1.761
"Combat Service Support","Army National Guard","Male",64.2,0.819,1.693
"Combat Support","Army National Guard","Male",82.4,0.947,1.686
"Combat Service Support","Army Reserve","Male",69,0.867,1.683
"Combat Service Support","Army Reserve","Male",76.9,0.872,1.688
"Combat Support","Army Reserve","Male",88.1,0.956,1.764
"Combat Service Support","Army Reserve","Male",86.2,0.933,1.802
"Combat Service Support","Army Reserve","Male",80.7,0.913,1.881
"Combat Service Support","Army National Guard","Male",92.4,1.07,1.682
"Combat Arms","Army National Guard","Male",101.5,1.06,1.799
"Combat Service Support","Army National Guard","Male",110.2,1.111,1.841
"Combat Service Support","Army National Guard","Male",77.1,0.897,1.776
"Combat Service Support","Army National Guard","Male",99.5,1.038,1.734
"Combat Service Support","Army National Guard","Male",63.5,0.766,1.759
"Combat Service Support","Army National Guard","Male",105.6,0.987,1.827
"Combat Service Support","Army National Guard","Male",109.2,1.068,1.835
"Combat Service Support","Army National Guard","Male",73.1,0.855,1.744
"Combat Service Support","Army National Guard","Male",83.4,0.961,1.772
"Combat Support","Army National Guard","Male",73.7,0.835,1.65
"Combat Support","Army National Guard","Male",80.3,0.834,1.745
"Combat Support","Army National Guard","Male",83.2,0.857,1.805
"Combat Service Support","Army National Guard","Male",66.1,0.798,1.66
"Combat Arms","Army National Guard","Male",102.9,1.012,1.824
"Combat Arms","Army National Guard","Male",108.1,1.095,1.857
"Combat Support","Army National Guard","Male",103.4,1.023,1.79
"Combat Support","Army National Guard","Male",81.3,0.937,1.807
"Combat Arms","Army National Guard","Male",69.6,0.84,1.746
"Combat Support","Army National Guard","Male",81.7,0.971,1.676
"Combat Service Support","Army National Guard","Male",91.9,0.963,1.789
"Combat Service Support","Army National Guard","Male",107,1.222,1.785
"Combat Service Support","Army National Guard","Male",106.1,1.171,1.829
"Combat Support","Army National Guard","Male",75.5,0.894,1.68
"Combat Support","Army National Guard","Male",86.2,0.994,1.764
"Combat Service Support","Army National Guard","Male",80.4,1.034,1.682
"Combat Support","Army National Guard","Male",96.5,1.066,1.764
"Combat Service Support","Army National Guard","Male",88,1.031,1.73
"Combat Service Support","Army National Guard","Male",105.3,1.052,1.867
"Combat Service Support","Army National Guard","Male",70.8,0.861,1.673
"Combat Support","Army National Guard","Male",125.4,1.14,1.912
"Combat Support","Army National Guard","Male",75.8,0.896,1.734
"Combat Support","Army National Guard","Male",86.3,1.008,1.67
"Combat Service Support","Army National Guard","Male",76.1,0.832,1.732
"Combat Support","Army National Guard","Male",94.7,1.089,1.805
"Combat Support","Army National Guard","Male",68.3,0.796,1.705
"Combat Service Support","Army National Guard","Male",81.2,0.956,1.689
"Combat Service Support","Army National Guard","Male",85.4,0.966,1.775
"Combat Support","Army National Guard","Male",97.4,1.05,1.809
"Combat Support","Army National Guard","Male",96.8,1.055,1.808
"Combat Support","Army National Guard","Male",71.7,0.859,1.713
"Combat Service Support","Army National Guard","Male",82.1,0.966,1.748
"Combat Support","Army National Guard","Male",100.8,1.036,1.711
"Combat Service Support","Army National Guard","Male",100.4,1.054,1.822
"Combat Support","Army National Guard","Male",85.5,0.968,1.744
"Combat Service Support","Army National Guard","Male",83.2,0.945,1.867
"Combat Service Support","Army National Guard","Male",111.4,1.068,1.923
"Combat Service Support","Army National Guard","Male",81.4,1.014,1.676
"Combat Arms","Army National Guard","Male",88.1,1.001,1.762
"Combat Service Support","Army National Guard","Male",91.9,1.065,1.717
"Combat Support","Army National Guard","Male",117.9,1.194,1.751
"Combat Support","Army National Guard","Male",103.5,1.17,1.73
"Combat Support","Army National Guard","Male",121.3,1.182,1.759
"Combat Support","Army National Guard","Male",68.1,0.895,1.681
"Combat Support","Army National Guard","Male",105.1,1.076,1.781
"Combat Support","Army National Guard","Male",65.8,0.804,1.724
"Combat Service Support","Army National Guard","Male",95.6,1.012,1.847
"Combat Service Support","Army National Guard","Male",86.7,1.022,1.76
"Combat Support","Army National Guard","Male",103.8,1.114,1.785
"Combat Service Support","Army National Guard","Male",81.3,0.885,1.805
"Combat Support","Army National Guard","Male",97.8,1.084,1.781
"Combat Support","Army National Guard","Male",76.4,1,1.661
"Combat Arms","Army National Guard","Male",97.2,1.073,1.76
"Combat Support","Army National Guard","Male",93.4,0.991,1.679
